epoch,step,train_loss,train_ltv_mse,train_ret_bce,val_loss,val_ltv_mse,val_ret_acc,val_ret_bce
3,389,371.7572937011719,371.7207946777344,0.12167631089687347,,,,
3,399,448.6143493652344,448.5796203613281,0.11577465385198593,,,,
3,409,108.3615493774414,108.33715057373047,0.08134191483259201,,,,
3,419,473.0423889160156,473.017578125,0.08274932205677032,,,,
3,429,533.5382080078125,533.501953125,0.12084978818893433,,,,
3,439,1125.0865478515625,1125.0635986328125,0.07644155621528625,,,,
3,449,95.96244049072266,95.95191955566406,0.035081759095191956,,,,
3,459,267.939453125,267.88262939453125,0.18937285244464874,,,,
3,469,137.47427368164062,137.44781494140625,0.0882110595703125,,,,
3,479,201.595947265625,201.58018493652344,0.05254627391695976,,,,
3,489,448.48065185546875,448.454833984375,0.08607949316501617,,,,
3,499,88.65265655517578,88.61289978027344,0.132511705160141,,,,
3,499,,,,212.0277862548828,212.0032501220703,0.9794999957084656,0.08177094906568527
4,509,141.1954803466797,141.18878173828125,0.022316545248031616,,,,
4,519,196.50340270996094,196.48355102539062,0.06617210060358047,,,,
4,529,434.5628967285156,434.530029296875,0.10958350449800491,,,,
4,539,142.90003967285156,142.888671875,0.03791377693414688,,,,
4,549,68.7075424194336,68.67153930664062,0.12000305205583572,,,,
4,559,207.1789093017578,207.15298461914062,0.08642525970935822,,,,
4,569,128.21878051757812,128.18707275390625,0.10568192601203918,,,,
4,579,152.3573455810547,152.31748962402344,0.1328641176223755,,,,
4,589,102.77915954589844,102.74551391601562,0.11216318607330322,,,,
4,599,39.766761779785156,39.739376068115234,0.09128279983997345,,,,
4,609,70.60087585449219,70.56016540527344,0.13568991422653198,,,,
4,619,95.17633056640625,95.15226745605469,0.0802113264799118,,,,
4,624,,,,107.43209075927734,107.40858459472656,0.9789999723434448,0.07836028188467026
5,629,193.86550903320312,193.841064453125,0.08148689568042755,,,,
5,639,37.35357666015625,37.32737731933594,0.08732537925243378,,,,
5,649,502.0186462402344,502.0008850097656,0.05916988104581833,,,,
5,659,40.505592346191406,40.480621337890625,0.08323124051094055,,,,
5,669,97.59426879882812,97.56672668457031,0.0918024480342865,,,,
5,679,41.43425369262695,41.386329650878906,0.15975303947925568,,,,
5,689,41.111114501953125,41.086326599121094,0.08262050151824951,,,,
5,699,116.75564575195312,116.73490905761719,0.06912510097026825,,,,
5,709,60.9179573059082,60.89365005493164,0.08102761209011078,,,,
5,719,15.769073486328125,15.72495174407959,0.14707249402999878,,,,
5,729,46.05701446533203,46.03517150878906,0.0728151798248291,,,,
5,739,12.26767635345459,12.242713928222656,0.08320745825767517,,,,
5,749,129.0454864501953,129.02044677734375,0.08346062898635864,,,,
5,749,,,,66.4129867553711,66.38872528076172,0.9760000109672546,0.0808587372303009
6,759,55.27580261230469,55.24076843261719,0.11678501963615417,,,,
6,769,20.538795471191406,20.515491485595703,0.07768228650093079,,,,
6,779,59.29460906982422,59.258758544921875,0.11950173228979111,,,,
6,789,85.96522521972656,85.94032287597656,0.08301971852779388,,,,
6,799,42.13249206542969,42.10089874267578,0.10531631112098694,,,,
6,809,68.55155944824219,68.53960418701172,0.03986208885908127,,,,
6,819,47.46165466308594,47.43012237548828,0.10510867089033127,,,,
6,829,45.1449089050293,45.11553955078125,0.09789329767227173,,,,
6,839,41.8504753112793,41.826759338378906,0.07905160635709763,,,,
6,849,431.5513916015625,431.5265197753906,0.08288776129484177,,,,
6,859,21.589242935180664,21.573741912841797,0.05167250335216522,,,,
6,869,35.45841979980469,35.426849365234375,0.10523302853107452,,,,
6,874,,,,52.799476623535156,52.77701187133789,0.9772499799728394,0.07490174472332001
7,879,50.48813247680664,50.466087341308594,0.07348628342151642,,,,
7,889,60.28836441040039,60.246986389160156,0.13793176412582397,,,,
7,899,24.225444793701172,24.193696975708008,0.10582707822322845,,,,
7,909,92.14041900634766,92.10836029052734,0.10686305910348892,,,,
7,919,17.50082015991211,17.47179412841797,0.09675583243370056,,,,
7,929,51.44334030151367,51.40668487548828,0.12218199670314789,,,,
7,939,42.656959533691406,42.645347595214844,0.0387081615626812,,,,
7,949,18.308162689208984,18.288829803466797,0.06443986296653748,,,,
7,959,107.2491683959961,107.230712890625,0.06152623891830444,,,,
7,969,6.446202278137207,6.429652690887451,0.05516492575407028,,,,
7,979,57.712459564208984,57.696292877197266,0.053893156349658966,,,,
7,989,118.7740478515625,118.74140930175781,0.10879842191934586,,,,
7,999,41.71121597290039,41.701969146728516,0.030820924788713455,,,,
7,999,,,,65.08436584472656,65.05998229980469,0.9800000190734863,0.08126801997423172
8,1009,38.036766052246094,38.00090789794922,0.11952440440654755,,,,
8,1019,50.208255767822266,50.15791320800781,0.16781213879585266,,,,
8,1029,35.3487663269043,35.324371337890625,0.08131437748670578,,,,
8,1039,61.35763168334961,61.337074279785156,0.06851932406425476,,,,
8,1049,27.521406173706055,27.495426177978516,0.08660134673118591,,,,
8,1059,57.93434143066406,57.92424011230469,0.033667080104351044,,,,
8,1069,46.774024963378906,46.738487243652344,0.11845794320106506,,,,
8,1079,77.15333557128906,77.14014434814453,0.043968819081783295,,,,
8,1089,19.80043601989746,19.783349990844727,0.05695588141679764,,,,
8,1099,12.687830924987793,12.65427303314209,0.1118588000535965,,,,
8,1109,62.24428176879883,62.217281341552734,0.09000350534915924,,,,
8,1119,35.39688491821289,35.367271423339844,0.09871521592140198,,,,
8,1124,,,,47.94825744628906,47.92821502685547,0.981249988079071,0.06678081303834915
9,1129,31.53647804260254,31.5245361328125,0.039804402738809586,,,,
9,1139,133.43028259277344,133.4161376953125,0.04712572693824768,,,,
9,1149,19.650789260864258,19.600574493408203,0.1673814356327057,,,,
9,1159,42.79112243652344,42.78143310546875,0.032298408448696136,,,,
9,1169,28.91651725769043,28.887317657470703,0.09732994437217712,,,,
9,1179,32.46284484863281,32.43077850341797,0.10688476264476776,,,,
9,1189,22.448144912719727,22.41335678100586,0.11596071720123291,,,,
9,1199,70.66429901123047,70.64533996582031,0.06320058554410934,,,,
9,1209,98.9703598022461,98.96454620361328,0.019378308206796646,,,,
9,1219,22.458253860473633,22.401338577270508,0.1897173672914505,,,,
9,1229,55.87351608276367,55.847320556640625,0.0873153954744339,,,,
9,1239,50.940826416015625,50.931053161621094,0.03258274495601654,,,,
9,1249,14.853763580322266,14.835643768310547,0.06040024384856224,,,,
9,1249,,,,50.13835525512695,50.11833572387695,0.9789999723434448,0.06669662147760391
